,Age,Screen_time,Physical_Activities,Time_to_sleep,Sleep_hours,Screen_addiction,Restlessness_decrease_screen,Stress_excessive_screen,Isolation_during_screen,Asthenopia,Headache,Sleepdepr,B/Npain,Obesity,None,Gender,Screen_Affect,Screen_Before_bed,Drowsiness,Low_intr_otherAct
655,19,3,4,3,6,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
656,19,2,1,3,9,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1
657,17,2,4,4,10,4,4,4,3,0,0,0,0,0,1,0,1,0,0,1
658,19,1,4,4,9,1,2,5,2,0,1,0,0,0,0,1,0,1,0,1
659,19,2,4,4,9,3,2,2,2,0,1,0,0,0,0,1,1,1,0,1
660,21,5,5,1,7,4,1,1,3,0,1,0,0,0,0,0,1,1,0,0
661,20,4,4,3,8,3,3,1,2,0,0,0,0,0,1,1,0,1,0,1
662,19,4,4,2,7,3,3,2,3,0,0,0,0,0,1,1,0,1,0,1
663,20,2,4,2,10,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1
664,21,4,4,1,7,3,2,4,2,0,1,0,1,0,0,0,1,1,1,1
665,23,3,4,1,7,2,1,1,3,0,0,0,0,1,0,0,1,0,0,0
666,21,3,4,1,6,4,1,2,3,0,0,0,1,0,0,0,0,1,0,0
667,24,2,3,1,6,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
668,17,2,2,1,6,3,2,2,2,0,1,0,0,0,0,1,1,0,0,1
669,19,3,3,1,7,1,2,1,1,1,0,0,0,0,0,1,0,0,0,1
670,19,2,3,1,7,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1
671,19,2,2,4,8,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1
672,18,2,1,1,8,1,3,1,1,0,1,0,0,0,0,1,1,1,1,1
673,20,3,3,3,9,4,2,2,2,0,1,0,0,0,0,1,1,1,1,0
674,20,5,5,2,9,3,3,4,5,0,0,0,0,0,1,0,0,1,0,1
675,20,2,2,4,8,1,1,2,2,0,1,0,0,0,0,1,0,1,1,1
676,20,3,3,2,6,1,2,2,1,0,1,0,0,0,0,1,1,1,0,1
677,20,3,4,1,7,3,3,3,3,0,1,0,0,0,0,1,1,1,0,1
678,21,2,3,1,6,2,2,2,2,0,1,0,0,0,0,1,1,1,0,1
679,20,5,1,2,7,3,3,3,3,0,0,0,0,0,1,1,0,1,1,0
680,19,2,3,2,8,2,2,3,2,0,1,0,0,0,0,1,0,1,0,1
681,20,2,5,3,8,2,3,2,3,0,1,0,0,0,0,1,0,0,0,0
682,22,4,2,2,8,3,5,3,3,0,1,0,0,0,0,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,
SCREEN TIME LABELING:,,,,,,,,,,,,TIME TAKEN TO SLEEP LABELLING:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
PHYSICAL ACTIVITIES LABELLING:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,GENDER:,,,,,,,,
,,,,,,,,,,,,Female 1,,,,,,,,
,,,,,,,,,,,,Male - 0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Screen_Affect,,,,,,,,
,,,,,,,,,,,,Is the screen time affecting you?,,,,,,,,
,,,,,,,,,,,,yes -1 ,,,,,,,,
,,,,,,,,,,,,No -0,,,,,,,,
